,Unnamed: 0,Name,Title,Location,Salary,Rating,Size,Founded,Type,Industry,Sector,Revenue,Dscrb,Seniority,Python,R,SQL,Spark,Aws,Excel,PowerBI,Tableau
568,442,Indeed,Data Scietist,Remote,201500.0,4.4,10000+,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),"Your Job
The Experimentation Platform team builds and maintains Indeed's A/B Experiments platform with tools supporting the implementation, planning, execution, and conclusion of experiments. Experimentation and data-driven decision-making are core to Indeed’s product development culture. Indeed executes thousands of A/B Experiments a year, exposed to hundreds of millions of users.

Our team’s mission is to make it simple and safe to set up and run different types of A/B Experiments and reach conclusions in a fast and accurate manner.

We are seeking an experienced product/data scientist to help us create a next-generation experimentation platform powered by analytics and user behavior. In this role, you will help guide the vision for and build this new system from end to end.




We are a rapidly growing and highly-capable Engineering organization building the most popular job site on the planet. With engineering hubs in Seattle, San Francisco, Austin, Tokyo, Singapore, Hyderabad, Dublin, Aberdeen and Vancouver, we are improving people's lives all around the world, one job search at a time.",1,0,1,0,0,0,0,0,0
569,443,NIKE INC,Data Scietist,Remote,140000.0,4.1,10000+,1972,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),"Become a Part of the NIKE, Inc. Team


NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.

Analytics is a competitive differentiator for Nike and is fundamentally changing how the company serves athletes and consumers around the world! The Nike Commercial Analytics team builds analytics solutions to manage the marketplace and optimize the supply chain. Using data, advanced analytics and innovative technology, we strive to ensure that Nike gets the right product to the right place at the right time for the consumers.",1,0,1,0,0,0,0,0,0
570,445,National Security Agency,Data Scietist, SC,101589.0,3.5,NoSize,NoFounded,Government,Federal Agencies,Government,NoRevenue,"NSA Overview: The professionals at the National Security Agency (NSA) have one common goal: to protect our nation. The mission requires a strong offense and a steadfast defense. The offense collects, processes, and disseminates intelligence information derived from foreign signals for intelligence and counterintelligence purposes. The defense prevents adversaries from gaining access to sensitive classified national security information. At NSA, Data Science is a fundamental discipline and is present in nearly every aspect of the mission. NSA is the nation's leader in providing foreign signals intelligence while also protecting U.S. government information systems, forging the frontier of communications, and data analysis. We serve the American people by applying technical skills to meaningful work, keeping our friends and families safe for generations to come. You will make a lasting impact serving your country as a Data Scientist at the National Security Agency, using your curiosity and technical expertise to analyze large data sets to inform decision-making against foreign threats. Description of Position: Data science at NSA is a multi-disciplinary field that uses elements of mathematics, statistics, computer science, and application-specific knowledge to gather, make, and communicate principled conclusions from data. Data science is present in every aspect of the mission. NSA Data Scientists tackle challenging real-world problems leveraging big data, high-performance computing, machine learning, and a breadth of other methodologies. We are looking for critical thinkers, problem solvers, and motivated individuals who are enthusiastic about data and believe that answers to hard questions lie in the yet-to-be-told story of diverse, complicated data sets. You will employ your mathematical science, computer science, and quantitative analysis skills to develop solutions to complex data problems and take full advantage of NSA's capabilities to tackle the highest priority foreign intelligence and cybsersecurity challenges. The Data Science Development Program (DSDP) is a three-year opportunity to develop and enhance your data science skills for an NSA career. Participants experience the breadth of data science at NSA through six- to nine-month assignments in a variety of diverse organizations, and collaborate with NSA's experts in the field of data science. You will have opportunities to attend technical conferences with experts from industry and academia. You will routinely discuss and share NSA's challenges and successes at weekly technical roundtables. You will study data science and related subjects in NSA-taught classes. We foster an environment where you will develop your data science skills, allowing you to quickly contribute to NSA's highest priority mission challenges. Graduates of the DSDP may choose their first permanent assignments from any of the NSA Directorates, depending on availability.
As a Data Scientist at NSA, your responsibilities may include: - Exploratory data analysis and exploratory model-fitting to reveal data features of interest - Machine-learned predictive modeling - Collecting and combining data from multiple sources - Identifying and analyzing anomalous data (including metadata) - Applying scientific methods to data evaluation, performing statistical inference, and data mining - Developing conceptual design and models to address mission requirements - Developing qualitative and quantitative methods for characterizing datasets in various states. - Performing analytic modeling, scripting, and/or programming -Working collaboratively and iteratively throughout the data-science lifecycle - Developing analytic plans, engineer supporting algorithms, and design and implement solutions which execute analytic plans. - Designing and developing analytics and techniques for analysis - Analyzing data using mathematical and statistical methods - Evaluating, documenting, and communicating research processes, analyses, and results to customers, peers, and leadership - Creating interpretable visualizations",none,0,1,0,0,0,0,0,0
571,448,Navy Federal Credit Union,Data Scietist,Remote,126650.0,4.0,10000+,1933,Self-employed,Banks & Credit Unions,Finance,NoRevenue,"YOUR LIFE'S MISSION: POSSIBLE
You have goals, dreams, hobbies and things you’re passionate about.

What’s Important to You Is Important to Us
We’re looking for people who not only want to do meaningful, challenging work, keep their skills sharp and move ahead, but who also take time for the things that matter to them—friends, family and passions. And we're looking for team members who are passionate about our mission—making a difference in military members' and their families' lives. Together, we can make it happen.

Don’t take our word for it.",none,0,1,0,0,0,0,0,0
572,449,Allstate,Data Scietist,MD,149850.0,3.5,10000+,1931,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),"The world isn’t standing still, and neither is Allstate. We’re moving quickly, looking across our businesses and brands and taking bold steps to better serve customers’ evolving needs. That’s why now is an exciting time to join our team. You’ll have opportunities to take risks, challenge the status quo and shape the future for the greater good.
You’ll do all this in an environment of excellence and the highest ethical standards – a place where values such as integrity, inclusive diversity and accountability are paramount. We empower every employee to lead, drive change and give back where they work and live. Our people are our greatest strength, and we work as one team in service of our customers and communities. Plus, Allstate is changing how, when, and where we work-to lead us boldly into our future. We're empowering our employees to create better ways of working through more intentional use of communication and collaboration practices, processes and tools.
Everything we do at Allstate is driven by a shared purpose: to protect people from life’s uncertainties so they can realize their hopes and dreams. For more than 89 years we’ve thrived by staying a step ahead of whatever’s coming next – to give customers peace of mind no matter what changes they face. We acted with conviction to advocate for seat belts, air bags and graduated driving laws. We help give survivors of domestic violence a voice through financial empowerment. We’ve been an industry leader in pricing sophistication, telematics, digital photo claims and, more recently, device and identity protection. We are the Good Hands. We don’t follow the trends. We set them. Job Family Summary:

Data, Discovery, and Decision Science (D3) is the research and analytics organization at Allstate. In D3, you’ll be surrounded by 360+ tenacious and intellectually curious colleagues in an inclusive culture that encourages you to take risks, challenge the status quo and shape the future for the greater good. We are solving some of today’s most complicated analytics problems, making the lives of our Allstate colleagues easier and more productive, and driving our mission to deliver targeted insurance solutions to our customers. We are partnering to incorporate analytics into every aspect of the enterprise. We are avid about learning new ways to get the most value from our massive data resources and leading-edge technology. We are committed to building an inclusive and diverse team where everyone has an equal opportunity to succeed. We strive to hire people from different backgrounds so that we can better serve our diverse customer needs.


Traditionally, filing an insurance claim consists of a lengthy initial call, followed by a complex experience of several phone calls, emails and paperwork to indemnify the involved parties. This is a time-consuming process and not the type of experience customers have come to expect in 2022. For this reason, Allstate has launched a 3-pronged digital initiative to transform the way that claims are handled:

1. Redesign and simplify the claims process to be customer centric.
2. Provide technology solutions for asynchronous claims handling, allowing customers to interact with Allstate in the manner they prefer, at the time they prefer.
3. Identify and build data science solutions for usage in this new digital process to expedite the handling of the claim and reduce customer effort in completing the process more rapidly.

As a D3 Claims Digital Transformation Manager, you'll be responsible for the data science arm of this transformation. To support this transformation, you'll partner with Allstate teams in solving business problems using data science. You'll work closely with technology and claims to build and execute on a data science roadmap. Claims, technology and data science will work together as one team to accomplish a common goal.

You will lead a diverse team of data scientists, data engineers and business consultants to drive rapid change. In addition to traditional machine learning, your team will also have responsibility for building computer vision and natural language processing models. In the spirit of agile, you will lead the team to quickly develop analytic prototypes, test the prototypes in market, develop the prototypes into full products, deploy the products for widespread usage, and continue iterating on these products.


This job does have supervisory duties. Education and Experience:

Education and Experience
Compensation Data
The compensation range for this position is $119,700 and $180,000 per year, based on experience and qualifications.
The candidate(s) offered this position will be required to submit to a background investigation, which includes a drug screen.

Good Work. Good Life. Good Hands®.

As a Fortune 100 company and industry leader, we provide a competitive salary – but that’s just the beginning. Our Total Rewards package also offers benefits like tuition assistance, medical and dental insurance, as well as a robust pension and 401(k). Plus, you’ll have access to a wide variety of programs to help you balance your work and personal life -- including a generous paid time off policy. For a full description of Allstate’s benefits, visit allstate.jobs/benefits

Learn more about life at Allstate. Connect with us on Twitter , Facebook , Instagram and LinkedIn or watch a video .

Allstate generally does not sponsor individuals for employment-based visas for this position.

Effective July 1, 2014, under Indiana House Enrolled Act (HEA) 1242, it is against public policy of the State of Indiana and a discriminatory practice for an employer to discriminate against a prospective employee on the basis of status as a veteran by refusing to employ an applicant on the basis that they are a veteran of the armed forces of the United States, a member of the Indiana National Guard or a member of a reserve component.

For jobs in San Francisco, please click “ here ” for information regarding the San Francisco Fair Chance Ordinance.
For jobs in Los Angeles, please click “ here ” for information regarding the Los Angeles Fair Chance Initiative for Hiring Ordinance.

To view the “EEO is the Law” poster click “ here ”. This poster provides information concerning the laws and procedures for filing complaints of violations of the laws with the Office of Federal Contract Compliance Programs

To view the FMLA poster, click “ here ”. This poster summarizing the major provisions of the Family and Medical Leave Act (FMLA) and telling employees how to file a complaint.

It is the Company’s policy to employ the best qualified individuals available for all jobs. Therefore, any discriminatory action taken on account of an employee’s ancestry, age, color, disability, genetic information, gender, gender identity, gender expression, sexual and reproductive health decision, marital status, medical condition, military or veteran status, national origin, race (include traits historically associated with race, including, but not limited to, hair texture and protective hairstyles), religion (including religious dress), sex, or sexual orientation that adversely affects an employee's terms or conditions of employment is prohibited. This policy applies to all aspects of the employment relationship, including, but not limited to, hiring, training, salary administration, promotion, job assignment, benefits, discipline, and separation of employment.",1,0,1,0,0,1,1,0,0
573,450,Northrop Grumman,Data Scietist,Remote,157200.0,4.0,10000+,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),"Requisition ID: R10028270
Category: Research and Sciences
Location: Unknown City - MD, United States of America
Citizenship Required: United States Citizenship
Telecommute: Yes- May Consider Full Time Teleworking for this position
Shift: 1st Shift (United States of America)
Travel Required: Yes, 10% of the Time
Positions Available: 1

At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across the Atlantic Ocean, to stealth bombers, to landing on the moon. We look for people who have bold new ideas, courage and a pioneering spirit to join forces to invent the future, and have fun along the way. Our culture thrives on intellectual curiosity, cognitive diversity and bringing your whole self to work — and we have an insatiable drive to do what others think is impossible. Our employees are not only part of history, they're making history.",1,0,1,0,0,0,0,0,0
574,459,Indeed,Data Scietist,Remote,273500.0,4.4,10000+,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),"Your Job
The Match Recommendations team builds machine learning models that recommend best-match jobs to job seekers on Indeed. The team’s mission is to build the world’s best AI matchmaker that can connect all jobseekers with their next job. To achieve this, the team leverages unparalleled rich data and state-of-the-art machine learning systems to deliver the highest quality matches to jobseekers and employers.

As a Principal Data Scientist on the Match Recommendations team, you will:
Build highly scalable and performant recommendation systems and technologies that can identify best matches between millions of jobs and millions of job seekers in real-time
Experiment with POC ML model improvements, scale them to production, and run iterative AB experiments to improve our matching technology",1,0,1,0,0,0,0,0,0
575,460,Lancer Insurance Company,Data Scietist,Remote,100000.0,3.3,350.5,1985,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),"Predictive Modeler
Lancer Insurance Company, Inc. – Long Beach, NY
Lancer Insurance Company is looking for a talented and motivated predictive modeler to work with a data architect and/or data scientist to develop predictive models to provide modeling solutions that meet organizational needs and to perform in-depth analysis to guide and support strategic business decisions. The right candidate will be a successful communicator and self-starter with strong analytical skills who exhibits creativity, hustle, integrity, and teamwork.
Duties and Responsibilities:
· Identify areas where data can be used to improve business activities, defining business users’ requirements. Make recommendations for the usage of data in business and communicate the benefits and return on investment for application and product owners.",none,0,1,0,0,0,0,0,0
576,461,EDWARD JONES,Data Scietist,NoLocation,142910.0,4.0,10000+,1922,Company - Private,Investment Banking & Asset Management,Finance,$5 to $10 billion (USD),"At Edward Jones, we help clients achieve their serious, long-term financial goals by understanding their needs and implementing tailored solutions. To ensure a personal client experience, we have located our 15,000+ branch offices where our more than 7 million clients live and work.

In a typical branch office, a financial advisor meets with clients and receives branch office support, so they can focus on building deep relationships with clients. Headquarters associates in St. Louis, Tempe and Mississauga provide support and expertise to help U.S. and Canada branch teams deliver an ideal client experience. We continue to grow to meet the needs of long-term individual investors.
Firm Analytics
Senior Data Scientist
The Senior Data Scientist is responsible for the design and development of complex mathematical methods, machine learning and statistical models in support of data driven strategies. The role requires the ability to leverage data from multiple sources to develop innovative solutions to business problems.

An ideal candidate must be able to work closely with business partners to identify and develop tailored analytic solutions. A senior data scientist will be responsible for leading projects from design through implementation and final delivery to internal business partners.


Salary: $105753 - $180067
Category: Headquarters",none,0,1,0,0,0,0,0,0
577,462,Indeed,Data Scietist,Remote,219500.0,4.4,10000+,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),"Your Job
Your Job
The Match Recommendations team builds machine learning models that recommend best-match jobs to job seekers on Indeed. The team’s mission is to build the world’s best AI matchmaker that can connect all jobseekers with their next job. To achieve this, the team leverages unparalleled rich data and state-of-the-art machine learning systems to deliver the highest quality matches to jobseekers and employers.

As a Principal Data Scientist on the Match Recommendations team, you will:
Build highly scalable and performant recommendation systems and technologies that can identify best matches between millions of jobs and millions of job seekers in real-time
Experiment with POC ML model improvements, scale them to production, and run iterative AB experiments to improve our matching technology",1,0,1,0,0,0,0,0,0
578,463,Indeed,Data Scietist,Remote,295000.0,4.4,10000+,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),"Your Job
The Match Recommendations team builds machine learning models that recommend best-match jobs to job seekers on Indeed. The team’s mission is to build the world’s best AI matchmaker that can connect all job seekers with their next job. To achieve this, the team leverages unparalleled rich data and state-of-the-art machine learning systems to deliver the highest quality matches to job seekers and employers.

The role of Data Science at Indeed is to follow the data. We log, analyze, visualize, and model terabytes of job search data. Our Data Scientists build and implement machine learning models to make timely decisions. Each of us is a mixture of a statistician, scientist, machine learning expert, and engineer. We have a passion for building and improving Internet-scale products. We seek to understand human behavior via careful experimentation and analysis, to ""help people get jobs"".

You're someone who wants to see the impact of your work making a difference every day. You understand how to use data to make decisions and how to train others to do so. You find passion in the craft and are constantly seeking improvement and better ways to solve tough problems. You produce the highest quality Data Science solutions and lead others to do the same.",none,0,1,0,0,0,0,0,0
579,464,Liberty Mutual Insurance,Data Analyst,Remote,125500.0,3.9,10000+,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"At Liberty Mutual, our purpose is to help people embrace today and confidently pursue tomorrow. That's why we provide an environment focused on openness, inclusion, trust and respect. Here, you'll discover our expansive range of roles, and a workplace where we aim to help turn your passion into a rewarding profession.
Liberty Mutual has proudly been recognized as a “Great Place to Work” by Great Place to Work® US for the past several years. We were also selected as one of the “100 Best Places to Work in IT” on IDG's Insider Pro and Computerworld's 2020 list. For many years running, we have been named by Forbes as one of America's Best Employers for Women and one of America's Best Employers for New Graduates—as well as one of America's Best Employers for Diversity. To learn more about our commitment to diversity and inclusion please visit: https://jobs.libertymutualgroup.com/diversity-inclusion
We value your hard work, integrity and commitment to make things better, and we put people first by offering you benefits that support your life and well-being. To learn more about our benefit offerings please visit: https://LMI.co/Benefits
Liberty Mutual is an equal opportunity employer. We will not tolerate discrimination on the basis of race, color, national origin, sex, sexual orientation, gender identity, religion, age, disability, veteran's status, pregnancy, genetic information or on any basis prohibited by federal, state or local law.

Bachelor's Degree
17",none,0,1,0,0,0,0,0,0
580,466,NIKE INC,Data Scietist, VA,157500.0,4.1,10000+,1972,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),"Become a Part of the NIKE, Inc. Team


NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.

Who we are looking for",1,0,1,0,0,0,0,0,0
581,467,NIKE INC,Data Scietist,NV,140000.0,4.1,10000+,1972,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),"Become a Part of the NIKE, Inc. Team


NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.

Analytics is a competitive differentiator for Nike and is fundamentally changing how the company serves athletes and consumers around the world! The Nike Commercial Analytics team builds analytics solutions to manage the marketplace and optimize the supply chain. Using data, advanced analytics and innovative technology, we strive to ensure that Nike gets the right product to the right place at the right time for the consumers.",1,0,1,0,0,0,0,0,0
582,469,National Security Agency,Data Scietist,Remote,101589.0,3.5,NoSize,NoFounded,Government,Federal Agencies,Government,NoRevenue,"NSA Overview: The professionals at the National Security Agency (NSA) have one common goal: to protect our nation. The mission requires a strong offense and a steadfast defense. The offense collects, processes, and disseminates intelligence information derived from foreign signals for intelligence and counterintelligence purposes. The defense prevents adversaries from gaining access to sensitive classified national security information. At NSA, Data Science is a fundamental discipline and is present in nearly every aspect of the mission. NSA is the nation's leader in providing foreign signals intelligence while also protecting U.S. government information systems, forging the frontier of communications, and data analysis. We serve the American people by applying technical skills to meaningful work, keeping our friends and families safe for generations to come. You will make a lasting impact serving your country as a Data Scientist at the National Security Agency, using your curiosity and technical expertise to analyze large data sets to inform decision-making against foreign threats. Description of Position: Data science at NSA is a multi-disciplinary field that uses elements of mathematics, statistics, computer science, and application-specific knowledge to gather, make, and communicate principled conclusions from data. Data science is present in every aspect of the mission. NSA Data Scientists tackle challenging real-world problems leveraging big data, high-performance computing, machine learning, and a breadth of other methodologies. We are looking for critical thinkers, problem solvers, and motivated individuals who are enthusiastic about data and believe that answers to hard questions lie in the yet-to-be-told story of diverse, complicated data sets. You will employ your mathematical science, computer science, and quantitative analysis skills to develop solutions to complex data problems and take full advantage of NSA's capabilities to tackle the highest priority foreign intelligence and cybsersecurity challenges. The Data Science Development Program (DSDP) is a three-year opportunity to develop and enhance your data science skills for an NSA career. Participants experience the breadth of data science at NSA through six- to nine-month assignments in a variety of diverse organizations, and collaborate with NSA's experts in the field of data science. You will have opportunities to attend technical conferences with experts from industry and academia. You will routinely discuss and share NSA's challenges and successes at weekly technical roundtables. You will study data science and related subjects in NSA-taught classes. We foster an environment where you will develop your data science skills, allowing you to quickly contribute to NSA's highest priority mission challenges. Graduates of the DSDP may choose their first permanent assignments from any of the NSA Directorates, depending on availability.
As a Data Scientist at NSA, your responsibilities may include: - Exploratory data analysis and exploratory model-fitting to reveal data features of interest - Machine-learned predictive modeling - Collecting and combining data from multiple sources - Identifying and analyzing anomalous data (including metadata) - Applying scientific methods to data evaluation, performing statistical inference, and data mining - Developing conceptual design and models to address mission requirements - Developing qualitative and quantitative methods for characterizing datasets in various states. - Performing analytic modeling, scripting, and/or programming -Working collaboratively and iteratively throughout the data-science lifecycle - Developing analytic plans, engineer supporting algorithms, and design and implement solutions which execute analytic plans. - Designing and developing analytics and techniques for analysis - Analyzing data using mathematical and statistical methods - Evaluating, documenting, and communicating research processes, analyses, and results to customers, peers, and leadership - Creating interpretable visualizations",none,0,1,0,0,0,0,0,0
583,470,Allstate,Data Scietist,MD,149850.0,3.5,10000+,1931,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),"The world isn’t standing still, and neither is Allstate. We’re moving quickly, looking across our businesses and brands and taking bold steps to better serve customers’ evolving needs. That’s why now is an exciting time to join our team. You’ll have opportunities to take risks, challenge the status quo and shape the future for the greater good.
You’ll do all this in an environment of excellence and the highest ethical standards – a place where values such as integrity, inclusive diversity and accountability are paramount. We empower every employee to lead, drive change and give back where they work and live. Our people are our greatest strength, and we work as one team in service of our customers and communities. Plus, Allstate is changing how, when, and where we work-to lead us boldly into our future. We're empowering our employees to create better ways of working through more intentional use of communication and collaboration practices, processes and tools.
Everything we do at Allstate is driven by a shared purpose: to protect people from life’s uncertainties so they can realize their hopes and dreams. For more than 89 years we’ve thrived by staying a step ahead of whatever’s coming next – to give customers peace of mind no matter what changes they face. We acted with conviction to advocate for seat belts, air bags and graduated driving laws. We help give survivors of domestic violence a voice through financial empowerment. We’ve been an industry leader in pricing sophistication, telematics, digital photo claims and, more recently, device and identity protection. We are the Good Hands. We don’t follow the trends. We set them. Job Family Summary:

Data, Discovery, and Decision Science (D3) is the research and analytics organization at Allstate. In D3, you’ll be surrounded by 360+ tenacious and intellectually curious colleagues in an inclusive culture that encourages you to take risks, challenge the status quo and shape the future for the greater good. We are solving some of today’s most complicated analytics problems, making the lives of our Allstate colleagues easier and more productive, and driving our mission to deliver targeted insurance solutions to our customers. We are partnering to incorporate analytics into every aspect of the enterprise. We are avid about learning new ways to get the most value from our massive data resources and leading-edge technology. We are committed to building an inclusive and diverse team where everyone has an equal opportunity to succeed. We strive to hire people from different backgrounds so that we can better serve our diverse customer needs.


Traditionally, filing an insurance claim consists of a lengthy initial call, followed by a complex experience of several phone calls, emails and paperwork to indemnify the involved parties. This is a time-consuming process and not the type of experience customers have come to expect in 2022. For this reason, Allstate has launched a 3-pronged digital initiative to transform the way that claims are handled:

1. Redesign and simplify the claims process to be customer centric.
2. Provide technology solutions for asynchronous claims handling, allowing customers to interact with Allstate in the manner they prefer, at the time they prefer.
3. Identify and build data science solutions for usage in this new digital process to expedite the handling of the claim and reduce customer effort in completing the process more rapidly.

As a D3 Claims Digital Transformation Manager, you'll be responsible for the data science arm of this transformation. To support this transformation, you'll partner with Allstate teams in solving business problems using data science. You'll work closely with technology and claims to build and execute on a data science roadmap. Claims, technology and data science will work together as one team to accomplish a common goal.

You will lead a diverse team of data scientists, data engineers and business consultants to drive rapid change. In addition to traditional machine learning, your team will also have responsibility for building computer vision and natural language processing models. In the spirit of agile, you will lead the team to quickly develop analytic prototypes, test the prototypes in market, develop the prototypes into full products, deploy the products for widespread usage, and continue iterating on these products.


This job does have supervisory duties. Education and Experience:

Education and Experience
Compensation Data
The compensation range for this position is $119,700 and $180,000 per year, based on experience and qualifications.
The candidate(s) offered this position will be required to submit to a background investigation, which includes a drug screen.

Good Work. Good Life. Good Hands®.

As a Fortune 100 company and industry leader, we provide a competitive salary – but that’s just the beginning. Our Total Rewards package also offers benefits like tuition assistance, medical and dental insurance, as well as a robust pension and 401(k). Plus, you’ll have access to a wide variety of programs to help you balance your work and personal life -- including a generous paid time off policy. For a full description of Allstate’s benefits, visit allstate.jobs/benefits

Learn more about life at Allstate. Connect with us on Twitter , Facebook , Instagram and LinkedIn or watch a video .

Allstate generally does not sponsor individuals for employment-based visas for this position.

Effective July 1, 2014, under Indiana House Enrolled Act (HEA) 1242, it is against public policy of the State of Indiana and a discriminatory practice for an employer to discriminate against a prospective employee on the basis of status as a veteran by refusing to employ an applicant on the basis that they are a veteran of the armed forces of the United States, a member of the Indiana National Guard or a member of a reserve component.

For jobs in San Francisco, please click “ here ” for information regarding the San Francisco Fair Chance Ordinance.
For jobs in Los Angeles, please click “ here ” for information regarding the Los Angeles Fair Chance Initiative for Hiring Ordinance.

To view the “EEO is the Law” poster click “ here ”. This poster provides information concerning the laws and procedures for filing complaints of violations of the laws with the Office of Federal Contract Compliance Programs

To view the FMLA poster, click “ here ”. This poster summarizing the major provisions of the Family and Medical Leave Act (FMLA) and telling employees how to file a complaint.

It is the Company’s policy to employ the best qualified individuals available for all jobs. Therefore, any discriminatory action taken on account of an employee’s ancestry, age, color, disability, genetic information, gender, gender identity, gender expression, sexual and reproductive health decision, marital status, medical condition, military or veteran status, national origin, race (include traits historically associated with race, including, but not limited to, hair texture and protective hairstyles), religion (including religious dress), sex, or sexual orientation that adversely affects an employee's terms or conditions of employment is prohibited. This policy applies to all aspects of the employment relationship, including, but not limited to, hiring, training, salary administration, promotion, job assignment, benefits, discipline, and separation of employment.",1,0,1,0,0,1,1,0,0
584,471,BOEING,Data Scietist, UT,178000.0,3.8,10000+,1916,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),"Job Description
At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.
Boeing Enterprise Software is looking for a Senior Data Scientist (Virtual) to support the Software Leadership team. This position allows you to work virtually from any US location.

The ideal candidate for this role would have experience integrating both internal and external data in order to provide robust recommendations on how to improve business operations and employee attrition, retention, and utilization.

Position Responsibilities:
Develops integrated roadmaps for analytics capability development leveraging internal and external resources.
Determines strategies for the progression of analytics to align with business focus and priorities.
Leads cross-functional teams that determine, define and deploy highly complex predictive/prescriptive analytic solutions to meet business goals.
Evaluates business objectives, determines stakeholder needs and identifies requirements.
Chooses best fit methods, defines algorithms, validates and deploys models to achieve business results.
Performs necessary data preparation and enhancements to models.
Creates and develops new methodologies to address unmet analysis needs.

This position has been identified as a virtual opportunity and does not require applicants to live in Seattle, Washington.

Employer will not sponsor applicants for employment visa status.


Bachelors of Science degree or higher from an accredited course of study in data science, machine learning, applied statistics, mathematics, computer science, engineering
5+ years of experience in data science, analytics, or economics
5+ years of experience in database management, programming, statistical modeling and/or machine learning (SQL, R, Python, JMP, Tableau, etc.)
3+ years of experience providing forecast for labor, non-labor and long range business planning
3+ years of experience in performing statistical analysis
3+ years of experience presenting to senior and executive leadership


Master's degree in data science, machine learning, applied statistics, mathematics, or other analytics oriented scientific field of study
Experience working with analytics technology stacks; Azure, Google Cloud Platform (GCP), Teradata, etc.
Good organizational, interpersonal, and problem solving skills
Ability to adjust priorities to multiple demands and unanticipated events
Highly motivated and must work well in a team environment
The ability to communicate effectively, both verbally and in writing


Education/experience typically acquired through advanced technical education (e.g. Bachelor) and typically 14 or more years' related work experience or an equivalent combination of technical education and experience (e.g. PhD+9 years' related work experience, Master+12 years' related work experience, 18 years' related work experience, etc.).


Relocation assistance is not a negotiable benefit for this position. Candidates must live in the immediate area or relocate at their own expense.


Boeing is a Drug Free Workplace where post offer applicants and employees are subject to testing for marijuana, cocaine, opioids, amphetamines, PCP, and alcohol when criteria is met as outlined in our policies .


This position is for 1st shift

At Boeing, we strive to deliver a Total Rewards package that will attract, engage and retain the top talent. Elements of the Total Rewards package include competitive base pay and variable compensation opportunities.

The Boeing Company also provides eligible employees with an opportunity to enroll in a variety of benefit programs, generally including health insurance, flexible spending accounts, health savings accounts, retirement savings plans, life and disability insurance programs, and a number of programs that provide for both paid and unpaid time away from work.

The specific programs and options available to any given employee may vary depending on eligibility factors such as geographic location, date of hire, and the applicability of collective bargaining agreements.

Please note that the salary information shown below is for COLORADO ONLY and is a general guideline only. Salaries are based upon candidate experience and qualifications, as well as market and business considerations.

$128,000 - $228,000


Boeing is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, national origin, gender, sexual orientation, gender identity, age, physical or mental disability, genetic factors, military/veteran status or other characteristics protected by law.",1,1,1,1,0,0,0,0,1
