,Name,Title,Location,Salary,Rating,Size,Founded,Type,Industry,Sector,Revenue,Dscrb
422,Innovative Precision Health,Senior Data Scientist,Remote,"$150,000 /yr (est.)",3.0,1 to 50 Employees,NoFounded,Company - Private,NoIndustry,NoSector,Unknown / Non-Applicable,"Job Responsibilities:
Project Delivery (70 - 85%)
Consult clients to define and refine business objectives towards data-driven decision problems
Research internal & external tools & methodologies to develop AIML solution concepts for client problem briefs..
Work with client & IPH team to rapidly prototype innovative AIML solutions including: data & requirements gathering, technological scoping and architecture, code implementation, insights delivery and recommendations.
Work with cross-functional client & IPH team to scale AIML solutions to production systems."
423,"O'Neil Global Advisors, Inc.",Data Scientist I - 637,"Austin, TX",NoSalary,NoRating,NoSize,NoFounded,NoType,NoIndustry,NoSector,NoRevenue,"Onsite/ Hybrid/ Remote
This job is remote!
About Us
O'Neil Global Advisors (OGA) is an investment advisor that builds algorithmic strategies based on proprietary quantitative factor research pioneered by investing legend William J. O'Neil. Bill's methodology has achieved consistent success over more than five decades, and OGA's strategies provide our clients with an exclusive way to capture the success of his powerful and disciplined approached to investing.We develop strategies that are inspired by Bill's disciplined quantitative approach and incorporate his desire for constant improvement through ongoing backtesting."
424,EDWARD JONES,Data Scientist II,"Saint Louis, MO","$142,910 /yr (est.)",4.0,10000+ Employees,1922,Company - Private,Investment Banking & Asset Management,Finance,$5 to $10 billion (USD),"At Edward Jones, we help clients achieve their serious, long-term financial goals by understanding their needs and implementing tailored solutions. To ensure a personal client experience, we have located our 14,000+ branch offices where our more than 7 million clients live and work.

A typical branch office has one financial advisor who meets with clients face-to-face and one branch office administrator who enhances the team's ability to build deep relationships with clients. Headquarters associates in St. Louis and Tempe provide support and expertise to help U.S. and Canada branch teams deliver an ideal client experience. Edward Jones currently has more branch offices than any other financial services firm, and we continue to grow to meet the needs of long-term individual investors.
Firm Analytics
Senior Data Scientist
The Senior Data Scientist is responsible for the design and development of complex mathematical methods, machine learning and statistical models in support of data driven strategies. The role requires the ability to leverage data from multiple sources to develop innovative solutions to business problems.

An ideal candidate must be able to work closely with business partners to identify and develop tailored analytic solutions. A senior data scientist will be responsible for leading projects from design through implementation and final delivery to internal business partners.


Salary: $105753 - $180067
Category: Headquarters"
425,Gannett,"Sr. Data Scientist, Audience Science",,NoSalary,3.0,10000+ Employees,1906,Company - Public,Publishing,Media,$2 to $5 billion (USD),"Sr. Data Scientist, Audience Science
Arizona, USA California, USA Colorado, USA Las Vegas, NM 87701, USA Maryland, USA McLean, VA, USA Nevada, USA New Jersey, USA New Mexico, USA New York, NY, USA Ohio, USA Pennsylvania, USA Virginia, USA Washington, DC, USA Virtual Req #20999
Friday, January 21, 2022
Gannett Co., Inc. (NYSE: GCI) is a subscription-led and digitally focused media and marketing solutions company committed to empowering communities to thrive. With an unmatched reach at the national and local level, Gannett touches the lives of millions with our Pulitzer-Prize winning content, consumer experiences and benefits, and advertiser products and services.

Our current portfolio of media assets includes USA TODAY, local media organizations in 46 states in the U.S., and Newsquest, a wholly owned subsidiary operating in the United Kingdom with more than 120 local news media brands. Gannett also owns the digital marketing services companies ReachLocal, Inc., UpCurve, Inc., and WordStream, Inc., which are marketed under the LOCALiQ brand, and runs the largest media-owned events business in the U.S., USA TODAY NETWORK Ventures."
426,Navy Federal Credit Union,Data Scientist II,"Vienna, VA",NoSalary,4.0,10000+ Employees,1933,Self-employed,Banks & Credit Unions,Finance,Unknown / Non-Applicable,"YOUR LIFE'S MISSION: POSSIBLE

You have goals, dreams, hobbies and things you’re passionate about.

What’s Important to You Is Important to Us
We’re looking for people who not only want to do meaningful, challenging work, keep their skills sharp and move ahead, but who also take time for the things that matter to them—friends, family and passions. And we're looking for team members who are passionate about our mission—making a difference in military members' and their families' lives. Together, we can make it happen."
427,Liberty Mutual Insurance,Senior Data Scientist (remote),Remote,"$156,800 /yr (est.)",3.9,10000+ Employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"At Liberty Mutual, our purpose is to help people embrace today and confidently pursue tomorrow. That's why we provide an environment focused on openness, inclusion, trust and respect. Here, you'll discover our expansive range of roles, and a workplace where we aim to help turn your passion into a rewarding profession.
Liberty Mutual has proudly been recognized as a “Great Place to Work” by Great Place to Work® US for the past several years. We were also selected as one of the “100 Best Places to Work in IT” on IDG's Insider Pro and Computerworld's 2020 list. For many years running, we have been named by Forbes as one of America's Best Employers for Women and one of America's Best Employers for New Graduates—as well as one of America's Best Employers for Diversity. To learn more about our commitment to diversity and inclusion please visit: https://jobs.libertymutualgroup.com/diversity-inclusion
We value your hard work, integrity and commitment to make things better, and we put people first by offering you benefits that support your life and well-being. To learn more about our benefit offerings please visit: https://LMI.co/Benefits

18"
428,Indeed,Senior Data Scientist - Ads Optimization,Remote,"$188,000 /yr (est.)",4.4,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),"Your Job
This role sits within the SMB Ads Optimization Team. At Indeed, SMB Ads are sponsored jobs created by employers that are looking for the right candidates in Indeed’s marketplace. We decide which sponsored jobs will be presented to job seekers in different channels by considering the employer's willingness to pay. In Indeed’s search, one of Indeed’s main channels, we do this by solving an auction at search time. However, in general, we combine multiple bidding and pricing strategies with optimization algorithms to define the right pricing strategy at the right moment.

As a Data Scientist in the SMB Ads Optimization team, your role is to design and build different mechanisms to find the right value to charge our customers. We are looking for a mixture of statistician, scientist, machine learning expert, and engineer: someone who has passion for building and improving Internet-scale products informed by data. You will be directly influencing Indeed's ads platform's future and responsible for improving our marketplace experimentation strategy. Last but not least, you will spend time understanding and making sense of highly non-linear systems while figuring out how to optimize them.




We are a rapidly growing and highly-capable Engineering organization building the most popular job site on the planet. With engineering hubs in Seattle, San Francisco, Austin, Tokyo, Singapore, Hyderabad, Dublin, Aberdeen and Vancouver, we are improving people's lives all around the world, one job search at a time."
429,Hyphen,Senior Data Scientist [WFH],Remote,"$125,000 /yr (est.)",NoRating,NoSize,NoFounded,NoType,NoIndustry,NoSector,NoRevenue,"The Hyphen team is looking for a Senior Data Scientist to join our team.
Our Senior Data Scientist will focus on existing data compilation and analysis, across disparate data sources, while applying scientifically-valid statistical analysis. As the Data Scientist on the team, you’ll utilize your statistical background and modeling experience, as well as Python/R programming skills, to support the business’s strategic objectives.
The ideal candidate is a motivated self-starter who loves to learn, gets excited about statistics and model development, and is able to leverage their programming experience to build the models they want. If this describes you, please keep reading!
POSITION OVERVIEW:
Reporting to the Chief Revenue Officer, your core responsibilities as our Senior Data Scientist will include:"
430,Confidential,Senior Data Scientist,Remote,"$125,000 /yr (est.)",NoRating,NoSize,NoFounded,NoType,NoIndustry,NoSector,NoRevenue,"We’re looking for a Senior Data Scientist to join our growing Engineering team. Use the power of healthcare data to find insights that will demonstrate the value we are delivering to our customers, help improve patient outcomes, and expand the scope of our mission. You’ll need strong data chops, an agile mindset, and a love for adventure as you work as a key individual contributor on our growing Data Team.
What You’ll Do:
Lead efforts to evaluate impact of our programs and services and demonstrate impact to customers and through Marketing efforts.
Support projects with data insights that improve our organizational decision-making, business and program performance, and patient and pharmacists experience.
Build and maintain dashboards that enable a culture of self-service data access and literacy, manage ad hoc reporting requests, and collaborate with organizational stakeholders to execute data analytics projects and share resulting business insights."
431,CPChem,Senior Data Scientist,"The Woodlands, TX",NoSalary,3.9,5001 to 10000 Employees,2000,Company - Private,Chemical Manufacturing,Manufacturing,$10+ billion (USD),"You may not realize it, but you’ve likely used a product today made possible by the plastics and chemicals manufactured by Chevron Phillips Chemical. From medical supplies and electronics to food packaging and cosmetics, we create the building blocks for more than 70,000 consumer and industrial products.

Even as a global company with 5,000 employees, we maintain a “small company feel” and uphold a culture of respect, diversity, and inclusion. Ask any Chevron Phillips Chemical employee what they like best about their job, and universally, the answer is “the people I work with!” We value work-life balance, and love to see our employees thrive both professionally and personally. There has never been a better time to work for Chevron Phillips Chemical. If you’re ready to grow with us and become part of our vision of being the premier Chemical Company, apply today!"
432,Emerald Resource Group,Data Scientist - Remote,Remote,"$145,000 /yr (est.)",NoRating,NoSize,NoFounded,NoType,NoIndustry,NoSector,NoRevenue,"Position: Data Scientist - REMOTE
Machine Learning / R/ Python / Jupyter /SQL
Remote role that is Direct Hire-Salaried
Prefer Eastern Standard Time Zone
(At this time, our client cannot accommodate H1B visas or OPT).
************************************************************************************
Data Scientist Requirements:
-Programming experience in Python , R, and SQL are a must have ."
433,Indeed,Principal Data Scientist - Match Recommendations,"Seattle, WA","$273,500 /yr (est.)",4.4,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),"Your Job
The Match Recommendations team builds machine learning models that recommend best-match jobs to job seekers on Indeed. The team’s mission is to build the world’s best AI matchmaker that can connect all jobseekers with their next job. To achieve this, the team leverages unparalleled rich data and state-of-the-art machine learning systems to deliver the highest quality matches to jobseekers and employers.

As a Principal Data Scientist on the Match Recommendations team, you will:
Build highly scalable and performant recommendation systems and technologies that can identify best matches between millions of jobs and millions of job seekers in real-time"
434,"Chick-fil-A, Inc.","Lead Data Scientist, Forecasting","Atlanta, GA",NoSalary,3.9,5001 to 10000 Employees,1946,Company - Private,Fast-Food & Quick-Service Restaurants,"Restaurants, Bars & Food Services",$5 to $10 billion (USD),"Overview:
As a Lead Data Scientist, you will be responsible for leading significant role-specific forecasting project work as part of a larger, cross-functional team in support of one or more lines of business. Lead Data Scientists typically leverage and implement pre-defined analytics patterns and infrastructure on projects that are moderately complex, requiring working knowledge of a more limited set of machine learning or advanced modeling forecasting approaches. They must be able to quickly learn new subject-matter in support of a specific project or task. Our Lead Data Scientists typically work with latitude for action or decisions on specific projects, solutions, or technical issues. They may represent Enterprise Analytics, the team's sub-department, in internal conversations. Successful candidates for this role must have strong analytical and research skills, a strong understanding of statistics and statistical modeling, a basic understanding of modern machine learning and its mathematical underpinnings, and they must have moderate programming skills with SQL, R and/or Python. They will need to be fast learners with a keen eye for detail, systems thinking, and process design. They must be team players who work steadfastly to create impactful change. This is a professional track role.
Responsibilities:
Minimum Qualifications:
Preferred Qualifications:
Travel Requirements: 20% Required Level of Education: Bachelor's Degree Preferred Level of Education: Masters Degree Major/Concentration: Quantitative or Technical Degree Program Minimum GPA (4.0 Scale): 3.2"
435,Indeed,Data Scientist,Remote,"$125,000 /yr (est.)",4.4,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),"Your Job
As a Data Scientist at Indeed your role is to follow the data. Analyze, visualize, and model job search related data. You will build and implement machine learning models to make timely decisions. You will have access to unparalleled resources within Indeed to grow and develop both personally and professionally.

We are looking for a mixture between a statistician, scientist, machine learning expert and engineer: someone who has passion for building and improving Internet-scale products informed by data. The ideal candidate understands human behavior and knows what to look for in the data.

Responsibilities


We are a rapidly growing and highly-capable Engineering organization building the most popular job site on the planet. With engineering hubs in Seattle, San Francisco, Austin, Tokyo, Singapore, Hyderabad, Dublin, Aberdeen and Vancouver, we are improving people's lives all around the world, one job search at a time."
436,Indeed,Product Scientist II,Remote,"$144,000 /yr (est.)",4.4,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),"Your Job
As a Data Scientist at Indeed your role is to follow the data. Analyze, visualize, and model job search related data. You will build and implement machine learning models to make timely decisions. You will have access to unparalleled resources within Indeed to grow and develop both personally and professionally.

We are looking for a mixture between a statistician, scientist, machine learning expert and engineer: someone who has passion for building and improving Internet-scale products informed by data. The ideal candidate understands human behavior and knows what to look for in the data.

Responsibilities
We are a rapidly growing and highly-capable Engineering organization building the most popular job site on the planet. With engineering hubs in Seattle, San Francisco, Austin, Tokyo, Singapore, Hyderabad, Dublin, Aberdeen and Vancouver, we are improving people's lives all around the world, one job search at a time."
437,Indeed,Staff Product Scientist - Experimentation Platform,Remote,"$201,500 /yr (est.)",4.4,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),"Your Job
The Experimentation Platform team builds and maintains Indeed's A/B Experiments platform with tools supporting the implementation, planning, execution, and conclusion of experiments. Experimentation and data-driven decision-making are core to Indeed’s product development culture. Indeed executes thousands of A/B Experiments a year, exposed to hundreds of millions of users.

Our team’s mission is to make it simple and safe to set up and run different types of A/B Experiments and reach conclusions in a fast and accurate manner.

We are seeking an experienced product/data scientist to help us create a next-generation experimentation platform powered by analytics and user behavior. In this role, you will help guide the vision for and build this new system from end to end.




We are a rapidly growing and highly-capable Engineering organization building the most popular job site on the planet. With engineering hubs in Seattle, San Francisco, Austin, Tokyo, Singapore, Hyderabad, Dublin, Aberdeen and Vancouver, we are improving people's lives all around the world, one job search at a time."
438,"Vizient, Inc.",Clinical Data Scientist,Remote,"Visit Vizient, Inc. Website",3.9,1001 to 5000 Employees,1977,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),"When you’re the best, we’re the best. We instill an environment where employees feel engaged, satisfied and able to contribute their unique skills and talents. We provide extensive opportunities for personal and professional development, building both employee competence and organizational capability to fuel exceptional performance now and in the future.
Summary:
In this role, you will conduct sophisticated data analysis to help address critical business and member questions, the outputs of which enable members to drive improvements in clinical, operational, and economic outcomes.
Responsibilities:
Provide analysis to identify critical issues/questions around member performance."
439,National Security Agency,Data Scientist,"Fort Meade, MD","$101,589 /yr (est.)",3.5,Unknown,NoFounded,Government,Federal Agencies,Government,Unknown / Non-Applicable,"NSA Overview: The professionals at the National Security Agency (NSA) have one common goal: to protect our nation. The mission requires a strong offense and a steadfast defense. The offense collects, processes, and disseminates intelligence information derived from foreign signals for intelligence and counterintelligence purposes. The defense prevents adversaries from gaining access to sensitive classified national security information. At NSA, Data Science is a fundamental discipline and is present in nearly every aspect of the mission. NSA is the nation's leader in providing foreign signals intelligence while also protecting U.S. government information systems, forging the frontier of communications, and data analysis. We serve the American people by applying technical skills to meaningful work, keeping our friends and families safe for generations to come. You will make a lasting impact serving your country as a Data Scientist at the National Security Agency, using your curiosity and technical expertise to analyze large data sets to inform decision-making against foreign threats. Description of Position: Data science at NSA is a multi-disciplinary field that uses elements of mathematics, statistics, computer science, and application-specific knowledge to gather, make, and communicate principled conclusions from data. Data science is present in every aspect of the mission. NSA Data Scientists tackle challenging real-world problems leveraging big data, high-performance computing, machine learning, and a breadth of other methodologies. We are looking for critical thinkers, problem solvers, and motivated individuals who are enthusiastic about data and believe that answers to hard questions lie in the yet-to-be-told story of diverse, complicated data sets. You will employ your mathematical science, computer science, and quantitative analysis skills to develop solutions to complex data problems and take full advantage of NSA's capabilities to tackle the highest priority foreign intelligence and cybersecurity challenges. Direct hire data scientists are hired into positions directly supporting a technical mission office. You will have the opportunity to collaborate with NSA's experts in the field of data science and other computational disciplines while tackling NSA's highest priority mission challenges. You will have opportunities to attend technical conferences with experts internally and from industry and academia as well as discuss and share NSA's challenges and successes at technical roundtables. As a Data Scientist at NSA, your responsibilities may include: - Exploratory data analysis and exploratory model-fitting to reveal data features of interest - Machine-learned predictive modeling - Construct usable data sets from multiple sources to meet customer needs - Identifying and analyzing anomalous data (including metadata) - Developing conceptual design and models to address mission requirements - Developing qualitative and quantitative methods for characterizing datasets in various states. - Performing analytic modeling, scripting, and/or programming - Working collaboratively and iteratively throughout the data-science lifecycle - Designing and developing analytics and techniques for analysis - Analyzing data using mathematical and statistical methods - Evaluating, documenting, and communicating research processes, analyses, and results to customers, peers, and leadership - Creating interpretable visualizations"
440,Insurity,Data Scientist,Remote,Visit Insurity Website,3.8,501 to 1000 Employees,1971,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"Who We Are
Insurity is a leading property and casualty insurance software and data analytics provider, working with some of the world’s largest insurers, brokers, and MGAs, including 15 of the top 25 P&C carriers in the US. With 900+ team members globally, 10 office locations, and 300+ customers, we have a deep understanding of the insurance business, unparalleled technology expertise, and a singular focus of delivering a simplified insurance experience to our customers.
Insurity's next Data Scientist
Our Data Scientist will be an integral part of Insurity Analytics, working closely and collaboratively with insurance domain authorities, data analysts, engineers, and customers. They will develop highly robust predictive models that provide significant and measurable results for our customers. Additionally, they will partner with the sales and marketing teams to perform then deliver modeling proofs-of-concept & retro-tests, as well as help craft and deliver compelling product performance reads, product & concept education, and value proposition messaging."
441,Event Dynamic,Data Scientist,"Dallas, TX",NoSalary,NoRating,NoSize,NoFounded,NoType,NoIndustry,NoSector,NoRevenue,"Job Description
We're looking for an advanced mathematician who has the ability to think in entirely new ways. This person should be excited to solve complex problems by applying the combination of a deep mathematics background with intuition and the feedback of experts in the field.
The successful mathematician at Event Dynamic will utilize strong problem-solving skills, significant programming experience, and business analytics to solve real-world dynamic pricing problems at scale. This role will be highly involved in the development of the core AI-driven pricing product and will be expected to make key business decisions on complex real-world problems. This position will interface with the subject matter experts and machine learning team to communicate business impacts of technical decisions.
Job Responsibilities"
442,Intuit - Data,Division of Intuit,Senior Data Scientist,NoSalary,4.6,5001 to 10000 Employees,1983,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),"Overview
Intuit is looking for innovative and hands-on Senior Data scientist to join the Intuit AI team. This team embeds artificial intelligence and machine learning into our product portfolio and business to create smarter products, improve anti-fraud and security, and enhance customer care. We aim to save our customers time (""Never enter data""), increase their prosperity by making actionable financial recommendations, and enable them to have complete confidence in our products
What you'll bring
BS, MS, or PhD in an appropriate technology field (Computer Science, Statistics, Applied Math, Operations Research, etc.)"
443,Indeed,Product Scientist I,Remote,"$115,000 /yr (est.)",4.4,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),"Your Job
As a Data Scientist at Indeed your role is to follow the data. Analyze, visualize, and model job search related data. You will build and implement machine learning models to make timely decisions. You will have access to unparalleled resources within Indeed to grow and develop both personally and professionally.

We are looking for a mixture between a statistician, scientist, machine learning expert and engineer: someone who has passion for building and improving Internet-scale products informed by data. The ideal candidate understands human behavior and knows what to look for in the data.

Responsibilities
We are a rapidly growing and highly-capable Engineering organization building the most popular job site on the planet. With engineering hubs in Seattle, San Francisco, Austin, Tokyo, Singapore, Hyderabad, Dublin, Aberdeen and Vancouver, we are improving people's lives all around the world, one job search at a time."
444,Engtal,NLP Data Scientist,Remote,"$155,000 /yr (est.)",5.0,1 to 50 Employees,2017,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),"Our mission is to bring health, wellbeing, and a bit of magic to every family.
We started by improving children's sleep, and our popular app has 4.9 out of 5.0 stars on the App Store. While we will continue to build out the existing offering, we are excited to broaden our help to families into new areas, in fresh ways that make pediatric expertise accessible to all.
You would join our growing team that includes Berkeley Ph.D.s in computer science and predictive analytics, user-centric designers, and experienced pediatric experts trained in evidence-based practices.
The Opportunity
We are excited to expand the AI and ML team to include a Data Scientist with expertise in Natural Language Processing. The position will help us to expand our capabilities utilizing our large corpus of unstructured text data. The person will be expected to perform duties such as: researching and building machine learning solutions using text data, feature engineering using text data, and developing solutions utilizing state-of-the-art methods for Analytics and Machine Learning. These will allow for AI, ML, and Analytics to use new data types in models and gain insight into our data."
445,Humana,Senior Data Scientist - Work from Home,Remote,Visit Humana Website,4.0,10000+ Employees,1961,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),"The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately complex to complex issues where the analysis of situations or data requires an in-depth evaluation of variable factors.
Responsibilities**
Humana’s Clinical Trend and Analytics Team is seeking a Senior Data Scientist (Remote).
The Clinical Trend and Analytics team leverages advanced scientific techniques, forecasting, and machine learning to predict financial and clinical outcomes in order to guide investments that improve health outcomes and reduce costs. In this exciting start-up environment, you'll have the opportunity to develop data science processes from the ground up and work directly with decision-making executives to shape the future of Humana's most important strategic initiatives."
446,Labcorp,REMOTE - Sr Data Scientist,"Westborough, MA",NoSalary,3.8,10000+ Employees,1978,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"To produce innovative solutions driven by exploratory data analysis from complex and high-dimensional datasets.

Apply knowledge of statistics, data modeling, data sciences and artificial intelligence to recognize patterns, identify opportunities and make valuable discoveries.

Use a flexible, analytical approach to design, develop, and evaluate predictive models.

Generate and test hypotheses.

Interpret data and learn how to present to others the stories they represent through rich and intuitive visualizations.

Learn to develop novel ways of integrating, mining and visualizing diverse, high dimensional and poorly curated data sets.

Bachelors required; Master's preferred
Ph. D highly desirable
5 years' experience in a Data science setting"
447,Technology Navigators,"REMOTE Senior Data Scientist - AI/ML, Python, SQL",Remote,$75.00 /hr (est.),3.9,51 to 200 Employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),"No sponsorship available. No third-party candidates.
This position is 100% REMOTE. Qualified applicants must reside within the United States.
Powering more than a TRILLION transactions on a weekly basis, this SaaS powerhouse company consistently generates data-driven results to help their global clientele communicate more effectively with buyers.
We’re searching for a skilled Senior Data Scientist with a solid technical background to join our client’s growing technical team. You’ll get to play a critical role in providing audience insights for end-clients who successfully leverage data assets and media partner exposure data.
What you get to do:"
448,Apple,"Data Scientist, Model Testing","Austin, TX",Visit Apple Website,4.2,10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Summary
Posted: Feb 10, 2022
Weekly Hours: 40
Role Number:200337436
The people here at Apple don’t just create products – we build the kind of wonder that’s revolutionized entire industries! It’s the diversity of our people and their ideas that encourages the innovation that runs through everything we do, from amazing technology to industry-leading environmental efforts. Join Apple and help us leave the world better than we found it. Apple’s Strategic Data Solutions (SDS) team is looking for an exceptional and experienced data scientist to build and manage experimentation for our machine learning models. The ideal candidate will have expertise on model inference testing, analysis, and uplift measurement. Your role will also include partnering with engineers, product managers, and analytics teams to lead the way we manage our model experimentation and learning, including metrics and analytics. Working as part of a cross-functional team, you will solve challenges around experimentation and decision automation for the organization. This position is in Austin, TX."
449,Allstate,Lead Data Scientist Consultant (Remote - Homebased Worker),"Northbrook, IL","$138,500 /yr (est.)",3.5,10000+ Employees,1931,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),"The world isn’t standing still, and neither is Allstate. We’re moving quickly, looking across our businesses and brands and taking bold steps to better serve customers’ evolving needs. That’s why now is an exciting time to join our team. You’ll have opportunities to take risks, challenge the status quo and shape the future for the greater good.
You’ll do all this in an environment of excellence and the highest ethical standards – a place where values such as integrity, inclusive diversity and accountability are paramount. We empower every employee to lead, drive change and give back where they work and live. Our people are our greatest strength, and we work as one team in service of our customers and communities.
Everything we do at Allstate is driven by a shared purpose: to protect people from life’s uncertainties so they can realize their hopes and dreams. For more than 89 years we’ve thrived by staying a step ahead of whatever’s coming next – to give customers peace of mind no matter what changes they face. We acted with conviction to advocate for seat belts, air bags and graduated driving laws. We help give survivors of domestic violence a voice through financial empowerment. We’ve been an industry leader in pricing sophistication, telematics, digital photo claims and, more recently, device and identity protection. We are the Good Hands. We don’t follow the trends. We set them. Job Summary

This role is responsible for leading the use of data to make decisions. This includes: the development and recommendation of new machine learning predictive modeling algorithms, the coding/development of tools that use machine learning/predictive modeling to make business decisions, searching for and integrating new data (both internal and external) that improves our modeling and machine learning results (and ultimately our decisions), and discovery of new business problems that can be solved through the use of machine learning/predictive modeling. The role is responsible for assisting in the recruitment, selection, mentorship and development of junior data scientists. This role will also begin to manage projects of medium to high complexity.
Key Responsibilities

Uses best practices to develop complex statistical, machine learning techniques to build models that address business needs and to improve the accuracy of our data and data-driven decisions
Reviews, evaluates, communicates and makes recommendation on appropriateness of modeling techniques and results to team, leadership and stakeholders to ensure these are well understood and incorporated into business processes. Develops and executes communication strategy, keeping stakeholders informed and influencing business partners and senior leaders on the effectiveness of machine learning/predictive modeling to solve business problems.
Collaborates with outside business units and works on data and complex business problems in order to improve the effectiveness of business decisions and business results through designing, building, and partnering to implement machine learning/predictive models. Effectively understand the business' problems and requirements to identify the optimal modeling approach. Develops frameworks/prototypes that integrate data and machine learning/predictive modeling to make business decisions.
Identifies languages and tools that can bring efficiencies or needed techniques to the team. Identifies new areas of data, research and models and develops data sources that can solve business problems.
Utilizes effective project planning techniques to break down complex machine learning/predictive modeling and/or development projects into tasks, manage scope of projects, and ensure deadlines are kept. Manages various analytical and modeling projects with small number of team members.
Mentors and develops others
This job does not have supervisory responsibilities Preferred Qualifications

Education and Experience
Master’s or PhD and 5 or more years of related experience, preferred
Bachelor's and 8 or more years of related experience

Functional Skills
Proven experience in managing and manipulating large, complex datasets and ability to analyze and interpret moderate to complex concepts
Ability to provide written and oral interpretation of highly specialized terms and data, and ability to present this data to others with different levels of expertise
Experience working with Agile team and demonstrated analytic agility with ability to quickly learn and switch topics
Ability to use and learn a wide variety of tools and languages to achieve results
Proven ability to code and develop prototypes in languages such as Python, Spark
Ability to lead a project team of various skills levels
Ability to manage a wide range of loosely defined moderate to complex situations, which require application of creativity and originality, where guidance and counsel may be unavailable
Ability to train, develop, and teach more junior modelers
Experience in using statistical modeling and/or machine learning techniques to build models that have driven company decision making
Knowledge of advanced machine learning techniques and libraries
The compensation range for this position is $123,000 to $154,000 per year based on experience and qualifications.

The candidate(s) offered this position will be required to submit to a background investigation, which includes a drug screen.

Good Work. Good Life. Good Hands®.

As a Fortune 100 company and industry leader, we provide a competitive salary – but that’s just the beginning. Our Total Rewards package also offers benefits like tuition assistance, medical and dental insurance, as well as a robust pension and 401(k). Plus, you’ll have access to a wide variety of programs to help you balance your work and personal life -- including a generous paid time off policy. For a full description of Allstate’s benefits, visit allstate.jobs/benefits/

Learn more about life at Allstate. Connect with us on Twitter , Facebook , Instagram and LinkedIn or watch a video .

Allstate generally does not sponsor individuals for employment-based visas for this position.

Effective July 1, 2014, under Indiana House Enrolled Act (HEA) 1242, it is against public policy of the State of Indiana and a discriminatory practice for an employer to discriminate against a prospective employee on the basis of status as a veteran by refusing to employ an applicant on the basis that they are a veteran of the armed forces of the United States, a member of the Indiana National Guard or a member of a reserve component.

For jobs in San Francisco, please click “ here ” for information regarding the San Francisco Fair Chance Ordinance.
For jobs in Los Angeles, please click “ here ” for information regarding the Los Angeles Fair Chance Initiative for Hiring Ordinance.

To view the “EEO is the Law” poster click “ here ”. This poster provides information concerning the laws and procedures for filing complaints of violations of the laws with the Office of Federal Contract Compliance Programs

To view the FMLA poster, click “ here ”. This poster summarizing the major provisions of the Family and Medical Leave Act (FMLA) and telling employees how to file a complaint.

It is the Company’s policy to employ the best qualified individuals available for all jobs. Therefore, any discriminatory action taken on account of an employee’s ancestry, age, color, disability, genetic information, gender, gender identity, gender expression, sexual and reproductive health decision, marital status, medical condition, military or veteran status, national origin, race (include traits historically associated with race, including, but not limited to, hair texture and protective hairstyles), religion (including religious dress), sex, or sexual orientation that adversely affects an employee's terms or conditions of employment is prohibited. This policy applies to all aspects of the employment relationship, including, but not limited to, hiring, training, salary administration, promotion, job assignment, benefits, discipline, and separation of employment."
450,Northrop Grumman,Sr. Principal Data Scientist,"Falls Church, VA","$172,600 /yr (est.)",4.0,10000+ Employees,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),"Requisition ID: R10011540
Category: Research And Sciences
Location: Falls Church, United States of America
Citizenship Required: United States Citizenship
Clearance Type: None
Telecommute: Yes- May Consider Full Time Teleworking for this position
Shift: 1st Shift (United States Of America)
Travel Required: Yes, 10% of the Time
Positions Available: 1

At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across the Atlantic Ocean, to stealth bombers, to landing on the moon. We look for people who have bold new ideas, courage and a pioneering spirit to join forces to invent the future, and have fun along the way. Our culture thrives on intellectual curiosity, cognitive diversity and bringing your whole self to work — and we have an insatiable drive to do what others think is impossible. Our employees are not only part of history, they're making history."
